order_id,customer_id,restaurant_name,cuisine_type,cost,day_of_the_week,rating,food_preparation_time (Min),delivery_time (Min)
d824c43a-5582-11ef-9c26-84a93eaf263c,d824c4a6-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,94.85,Weekday,5,27,28
d825132d-5582-11ef-9c26-84a93eaf263c,d825138d-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,13.05,Weekend,2,35,23
d82564e4-5582-11ef-9c26-84a93eaf263c,d8256536-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,49.69,Weekday,2,54,19
d825a8c9-5582-11ef-9c26-84a93eaf263c,d825a924-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,69.6,Weekend,4,57,38
d825f294-5582-11ef-9c26-84a93eaf263c,d825f30d-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,34.39,Weekend,5,52,21
d8263302-5582-11ef-9c26-84a93eaf263c,d8263346-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,68.48,Weekday,2,49,33
d8267c88-5582-11ef-9c26-84a93eaf263c,d8267cd2-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,57.98,Weekend,3,28,17
d826c90d-5582-11ef-9c26-84a93eaf263c,d826c952-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,95.99,Weekend,5,57,44
d8270a45-5582-11ef-9c26-84a93eaf263c,d8270a8b-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,86.3,Weekend,5,38,39
d8274f26-5582-11ef-9c26-84a93eaf263c,d8274fa8-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,76.82,Weekend,4,28,19
d827a807-5582-11ef-9c26-84a93eaf263c,d827a86d-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,57.94,Weekend,2,39,44
d827ee69-5582-11ef-9c26-84a93eaf263c,d827eeb5-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,48.5,Weekend,3,43,22
d8283f08-5582-11ef-9c26-84a93eaf263c,d8283f51-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,59.7,Weekday,2,40,37
d8288e19-5582-11ef-9c26-84a93eaf263c,d8288e78-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,33.27,Weekend,2,47,32
d828db71-5582-11ef-9c26-84a93eaf263c,d828dbe1-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,85.33,Weekend,4,55,17
d8293354-5582-11ef-9c26-84a93eaf263c,d8293394-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,89.52,Weekend,5,18,29
d8298804-5582-11ef-9c26-84a93eaf263c,d829886e-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,61.36,Weekday,1,29,21
d82a38af-5582-11ef-9c26-84a93eaf263c,d82a38f3-5582-11ef-9c26-84a93eaf263c,Taco Joint,Mexican,11.08,Weekday,4,58,36
d82a812d-5582-11ef-9c26-84a93eaf263c,d82a8191-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,65.88,Weekday,4,26,25
d82ac98e-5582-11ef-9c26-84a93eaf263c,d82ac9d5-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,46.45,Weekend,3,49,24
d82b1ff7-5582-11ef-9c26-84a93eaf263c,d82b205a-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,92.47,Weekday,5,30,16
d82b7a43-5582-11ef-9c26-84a93eaf263c,d82b7ae7-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,28.24,Weekday,3,38,41
d82be828-5582-11ef-9c26-84a93eaf263c,d82be870-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,38.87,Weekend,1,15,36
d82c4fc6-5582-11ef-9c26-84a93eaf263c,d82c5015-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,99.38,Weekend,2,26,29
d82ce00d-5582-11ef-9c26-84a93eaf263c,d82ce06d-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,39.57,Weekend,3,39,23
d82d31b8-5582-11ef-9c26-84a93eaf263c,d82d321d-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,48.49,Weekday,4,59,10
d82d9d26-5582-11ef-9c26-84a93eaf263c,d82d9d77-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,90.66,Weekend,2,57,43
d82e7d6a-5582-11ef-9c26-84a93eaf263c,d82e7dc9-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,67.21,Weekday,3,54,43
d82ee245-5582-11ef-9c26-84a93eaf263c,d82ee2ab-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,89.04,Weekday,3,17,40
d82f5830-5582-11ef-9c26-84a93eaf263c,d82f5a2c-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,54.19,Weekday,3,47,17
d830407c-5582-11ef-9c26-84a93eaf263c,d83040c1-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,97.5,Weekday,4,47,21
d830de77-5582-11ef-9c26-84a93eaf263c,d830deda-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,23.58,Weekday,5,56,10
d83152a3-5582-11ef-9c26-84a93eaf263c,d83152fd-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,43.94,Weekend,1,39,33
d8319e26-5582-11ef-9c26-84a93eaf263c,d8319fa0-5582-11ef-9c26-84a93eaf263c,Taco Joint,Mexican,25.31,Weekend,4,39,42
d8323691-5582-11ef-9c26-84a93eaf263c,d83236ee-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,28.14,Weekend,2,45,28
d83289b5-5582-11ef-9c26-84a93eaf263c,d8328a18-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,76.73,Weekend,5,31,41
d83358e8-5582-11ef-9c26-84a93eaf263c,d8335947-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,30.76,Weekend,2,53,18
d833cc81-5582-11ef-9c26-84a93eaf263c,d833ccd3-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,31.43,Weekend,5,50,15
d8345747-5582-11ef-9c26-84a93eaf263c,d834582d-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,66.41,Weekend,5,54,43
d8356142-5582-11ef-9c26-84a93eaf263c,d8356194-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,62.49,Weekend,2,36,16
d835e87b-5582-11ef-9c26-84a93eaf263c,d835e8be-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,39.86,Weekday,2,26,23
d8363a97-5582-11ef-9c26-84a93eaf263c,d8363ae7-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,14.06,Weekday,2,28,28
d8369223-5582-11ef-9c26-84a93eaf263c,d836928c-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,74.31,Weekday,2,42,15
d83716eb-5582-11ef-9c26-84a93eaf263c,d8371739-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,77.91,Weekend,4,21,30
d8376f56-5582-11ef-9c26-84a93eaf263c,d8376f98-5582-11ef-9c26-84a93eaf263c,Curry House,American,83.03,Weekday,4,58,42
d837e2a9-5582-11ef-9c26-84a93eaf263c,d837e2f6-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,19.77,Weekend,3,42,27
d8383c8a-5582-11ef-9c26-84a93eaf263c,d8383cec-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,58.76,Weekday,4,43,14
d839011f-5582-11ef-9c26-84a93eaf263c,d8390163-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,89.42,Weekday,5,55,43
d839e667-5582-11ef-9c26-84a93eaf263c,d839e6d6-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,73.8,Weekday,1,42,30
d83aad2b-5582-11ef-9c26-84a93eaf263c,d83aad95-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,16.67,Weekday,4,23,44
d83afd04-5582-11ef-9c26-84a93eaf263c,d83afd66-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,31.19,Weekend,1,16,33
d83b7331-5582-11ef-9c26-84a93eaf263c,d83b7392-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,68.21,Weekend,3,37,43
d83be14a-5582-11ef-9c26-84a93eaf263c,d83be258-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,22.47,Weekend,5,22,43
d83c692b-5582-11ef-9c26-84a93eaf263c,d83c6989-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,49.69,Weekday,3,27,33
d83cb9ba-5582-11ef-9c26-84a93eaf263c,d83cb9ec-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,54.68,Weekend,4,48,27
d83d076c-5582-11ef-9c26-84a93eaf263c,d83d07a7-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,43.63,Weekday,4,35,15
d83d4eda-5582-11ef-9c26-84a93eaf263c,d83d4f0d-5582-11ef-9c26-84a93eaf263c,Curry House,American,74.85,Weekday,3,17,36
d83d84aa-5582-11ef-9c26-84a93eaf263c,d83d84ed-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,71.67,Weekend,5,22,23
d83dc1cf-5582-11ef-9c26-84a93eaf263c,d83dc1fd-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,86.66,Weekend,4,58,34
d83dff92-5582-11ef-9c26-84a93eaf263c,d83dffbe-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,99.43,Weekend,5,57,14
d83e8d28-5582-11ef-9c26-84a93eaf263c,d83e8d5c-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,39.13,Weekend,2,23,19
d83ed7d7-5582-11ef-9c26-84a93eaf263c,d83ed807-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,40.42,Weekday,2,49,39
d83f10f5-5582-11ef-9c26-84a93eaf263c,d83f1125-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,18.66,Weekday,5,44,34
d83f494b-5582-11ef-9c26-84a93eaf263c,d83f497a-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,79.51,Weekday,1,54,16
d83f82ea-5582-11ef-9c26-84a93eaf263c,d83f8318-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,87.05,Weekday,3,39,44
d83fbc9c-5582-11ef-9c26-84a93eaf263c,d83fbcda-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,98.25,Weekday,5,57,13
d83ff9f6-5582-11ef-9c26-84a93eaf263c,d83ffa22-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,34.6,Weekend,3,25,26
d84034ce-5582-11ef-9c26-84a93eaf263c,d84034fd-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,92.38,Weekend,1,22,21
d8406d77-5582-11ef-9c26-84a93eaf263c,d8406dac-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,31.44,Weekend,4,26,20
d840ad21-5582-11ef-9c26-84a93eaf263c,d840ad65-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,57.51,Weekend,1,54,24
d84111f2-5582-11ef-9c26-84a93eaf263c,d84112b6-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,81.99,Weekday,5,20,33
d841511f-5582-11ef-9c26-84a93eaf263c,d841514a-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,76.26,Weekend,3,56,13
d8418c1a-5582-11ef-9c26-84a93eaf263c,d8418c3e-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,76.81,Weekday,5,54,32
d841c4dc-5582-11ef-9c26-84a93eaf263c,d841c526-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,42.45,Weekday,1,20,27
d8420b5d-5582-11ef-9c26-84a93eaf263c,d8420bb2-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,34.03,Weekend,5,54,30
d84255f8-5582-11ef-9c26-84a93eaf263c,d8425644-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,77.86,Weekend,4,29,38
d842a09f-5582-11ef-9c26-84a93eaf263c,d842a16f-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,52.13,Weekend,2,38,42
d842f3bf-5582-11ef-9c26-84a93eaf263c,d842f430-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,76.42,Weekday,5,49,15
d8434a9d-5582-11ef-9c26-84a93eaf263c,d8434af3-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,15.24,Weekend,3,27,15
d8439b7b-5582-11ef-9c26-84a93eaf263c,d8439bd0-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,24.87,Weekday,4,24,32
d843ebf7-5582-11ef-9c26-84a93eaf263c,d843ec4a-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,87.2,Weekend,4,20,23
d8443680-5582-11ef-9c26-84a93eaf263c,d84436cb-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,61.22,Weekday,2,49,11
d844811e-5582-11ef-9c26-84a93eaf263c,d844816f-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,17.82,Weekday,1,21,28
d844c958-5582-11ef-9c26-84a93eaf263c,d844c99f-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,57.53,Weekday,2,58,17
d8450e6d-5582-11ef-9c26-84a93eaf263c,d8450f66-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,62.75,Weekday,3,17,31
d845c31c-5582-11ef-9c26-84a93eaf263c,d845c379-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,18.43,Weekend,2,23,42
d8461eb3-5582-11ef-9c26-84a93eaf263c,d8461fc4-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,41.16,Weekend,3,53,36
d84689b9-5582-11ef-9c26-84a93eaf263c,d8468a91-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,57.1,Weekend,2,40,34
d846e1d7-5582-11ef-9c26-84a93eaf263c,d846e2a7-5582-11ef-9c26-84a93eaf263c,Taco Joint,Mexican,54.57,Weekday,3,49,23
d8473b95-5582-11ef-9c26-84a93eaf263c,d8473bfe-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,77.12,Weekday,2,25,28
d847880d-5582-11ef-9c26-84a93eaf263c,d8478869-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,53.16,Weekend,2,47,39
d847cf23-5582-11ef-9c26-84a93eaf263c,d847cf79-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,78.06,Weekend,4,19,22
d848237b-5582-11ef-9c26-84a93eaf263c,d84823d8-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,25.15,Weekend,5,37,26
d8487759-5582-11ef-9c26-84a93eaf263c,d848782d-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,87.55,Weekend,4,29,32
d848cb36-5582-11ef-9c26-84a93eaf263c,d848cbc3-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,58.48,Weekend,1,54,42
d8491cce-5582-11ef-9c26-84a93eaf263c,d8491d26-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,54.75,Weekend,4,32,30
d84970fe-5582-11ef-9c26-84a93eaf263c,d849714d-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,10.14,Weekend,4,39,40
d849ccdb-5582-11ef-9c26-84a93eaf263c,d849cd2c-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,61.71,Weekday,1,18,20
d84a3171-5582-11ef-9c26-84a93eaf263c,d84a31cd-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,31.18,Weekday,4,37,27
d84a852c-5582-11ef-9c26-84a93eaf263c,d84a857c-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,32.63,Weekday,3,32,34
d84adf49-5582-11ef-9c26-84a93eaf263c,d84adfa0-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,86.17,Weekend,1,48,29
d84b5d52-5582-11ef-9c26-84a93eaf263c,d84b5dae-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,53.49,Weekday,2,43,14
d84c25b3-5582-11ef-9c26-84a93eaf263c,d84c2606-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,99.19,Weekend,5,45,37
d84c6eda-5582-11ef-9c26-84a93eaf263c,d84c6f33-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,63.48,Weekend,5,42,29
d84cbe11-5582-11ef-9c26-84a93eaf263c,d84cbe6c-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,22.55,Weekend,2,24,16
d84d0c01-5582-11ef-9c26-84a93eaf263c,d84d0c59-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,89.15,Weekend,5,29,34
d84d6ffa-5582-11ef-9c26-84a93eaf263c,d84d7057-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,53.19,Weekend,1,27,42
d84dcd1e-5582-11ef-9c26-84a93eaf263c,d84dcd8a-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,61.74,Weekend,2,20,44
d84e2fa4-5582-11ef-9c26-84a93eaf263c,d84e2ffd-5582-11ef-9c26-84a93eaf263c,Curry House,American,90.67,Weekend,4,53,40
d84e7c9f-5582-11ef-9c26-84a93eaf263c,d84e7d01-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,15.84,Weekend,5,43,35
d84f1e92-5582-11ef-9c26-84a93eaf263c,d84f1ef5-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,90.53,Weekday,3,23,14
d84f6fd7-5582-11ef-9c26-84a93eaf263c,d84f7037-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,99.96,Weekday,4,28,17
d84fc043-5582-11ef-9c26-84a93eaf263c,d84fc0ad-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,22.45,Weekend,2,57,30
d850207f-5582-11ef-9c26-84a93eaf263c,d8502121-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,40.92,Weekend,2,41,17
d8508bd9-5582-11ef-9c26-84a93eaf263c,d8508c4b-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,87.15,Weekend,5,39,43
d850ef09-5582-11ef-9c26-84a93eaf263c,d850effc-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,89.06,Weekend,2,31,36
d8514acb-5582-11ef-9c26-84a93eaf263c,d8514b24-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,14.78,Weekday,1,21,14
d8519bcd-5582-11ef-9c26-84a93eaf263c,d8519cf8-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,99.46,Weekend,5,17,31
d851f055-5582-11ef-9c26-84a93eaf263c,d851f0b0-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,66.33,Weekday,2,32,40
d852439b-5582-11ef-9c26-84a93eaf263c,d8524449-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,74.49,Weekday,1,35,37
d852b209-5582-11ef-9c26-84a93eaf263c,d852b29c-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,20.32,Weekend,2,16,16
d8531424-5582-11ef-9c26-84a93eaf263c,d8531481-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,44.63,Weekend,2,35,11
d8536417-5582-11ef-9c26-84a93eaf263c,d8536477-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,81.66,Weekday,1,37,44
d853b8ce-5582-11ef-9c26-84a93eaf263c,d853b921-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,21.1,Weekend,2,22,11
d8540910-5582-11ef-9c26-84a93eaf263c,d8540a34-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,72.78,Weekday,3,15,32
d8545bcf-5582-11ef-9c26-84a93eaf263c,d8545c2c-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,91.36,Weekday,2,50,13
d854c2fa-5582-11ef-9c26-84a93eaf263c,d854cbc5-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,27.03,Weekday,1,26,15
d8552a29-5582-11ef-9c26-84a93eaf263c,d8552ac2-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,93.06,Weekday,5,25,22
d8558e9d-5582-11ef-9c26-84a93eaf263c,d8558ef6-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,92.02,Weekend,5,55,37
d855dfe7-5582-11ef-9c26-84a93eaf263c,d855e09b-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,57.98,Weekend,3,51,36
d8567fa7-5582-11ef-9c26-84a93eaf263c,d8568008-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,18.68,Weekend,2,36,33
d856e590-5582-11ef-9c26-84a93eaf263c,d856e5e2-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,65.93,Weekday,2,35,23
d8573c67-5582-11ef-9c26-84a93eaf263c,d8573cd6-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,88.1,Weekend,4,15,42
d857a1f1-5582-11ef-9c26-84a93eaf263c,d857a285-5582-11ef-9c26-84a93eaf263c,Curry House,American,88.74,Weekend,5,27,36
d857ff8a-5582-11ef-9c26-84a93eaf263c,d857ffef-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,54.34,Weekday,2,46,23
d8585bd7-5582-11ef-9c26-84a93eaf263c,d8585c94-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,55.17,Weekend,1,54,16
d858b299-5582-11ef-9c26-84a93eaf263c,d858b2f8-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,78.95,Weekday,4,43,39
d859067b-5582-11ef-9c26-84a93eaf263c,d85906db-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,57.65,Weekday,1,37,16
d859570a-5582-11ef-9c26-84a93eaf263c,d8595751-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,44.07,Weekday,3,32,28
d859a667-5582-11ef-9c26-84a93eaf263c,d859a6d4-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,79.39,Weekday,4,46,18
d85a37c7-5582-11ef-9c26-84a93eaf263c,d85a3838-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,55.08,Weekday,4,47,28
d85a84ee-5582-11ef-9c26-84a93eaf263c,d85a8529-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,49.93,Weekday,4,16,42
d85ac730-5582-11ef-9c26-84a93eaf263c,d85ac771-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,31.6,Weekend,1,55,13
d85b4089-5582-11ef-9c26-84a93eaf263c,d85b40ea-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,71.95,Weekday,1,15,32
d85b84da-5582-11ef-9c26-84a93eaf263c,d85b8565-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,85.48,Weekend,1,33,43
